Team Number,Advisor,Problem,Ranking,Institution ID
37972,Wendong Shi,B,Honorable Mention,39
37973,Yi Du,D,Successful Participant,33
37974,Liuling Li,B,Honorable Mention,9
37975,Haiyan Sun,B,Successful Participant,1
37976,Haiyan Sun,A,Honorable Mention,1
37977,Liuyi Zhong,A,Successful Participant,25
37978,yun xue,D,Meritorious,33
37979,Zhu Jiaming,D,Honorable Mention,378
37980,Chunguang Li,A,Successful Participant,6
37981,Xu Jian,A,Successful Participant,378
37982,Fang Guobin,D,Meritorious,378
37983,ShuQing GU,A,Successful Participant,6
37984,Zhiming Hu,A,Successful Participant,207
37985,Zhuang Kejun,A,Meritorious,378
37986,Jian Ma,A,Meritorious,1
37987,Lei Zhang,A,Honorable Mention,1
37988,Jianxin Zhu,A,Meritorious,63
37989,Yang Tan,B,Honorable Mention,33
37990,Mingsong Cheng,A,Successful Participant,223
37991,Aijiao Deng,A,Honorable Mention,25
37992,Weijia Zhao,B,Honorable Mention,374
37993,TszShun Chung,D,Successful Participant,606
37994,WenYa Xing,A,Honorable Mention,71
37995,Yongan Tan,A,Honorable Mention,205
37996,Ning Ma,D,Successful Participant,362
37997,Li Cui,D,Honorable Mention,50
37998,Hong Xu,A,Successful Participant,368
37999,Wei Zhang,A,Honorable Mention,534
38000,fangying Chen,B,Honorable Mention,128
38001,Yuanming Hu,B,Successful Participant,25
38002,Bo Chen,A,Successful Participant,503
38003,BoSheng Xu,B,Successful Participant,607
38004,Anne M Dougherty,B,Meritorious,162
38005,Huigang Liu,A,Meritorious,608
38006,Homer S White,C,Successful Participant,609
38007,Ning Ma,A,Successful Participant,362
38008,Jue Wang,A,Meritorious,610
38009,Jue Wang,A,Honorable Mention,610
38010,Shangguo Zhang,A,Meritorious,611
38011,Yushan Jiang,A,Meritorious,611
38012,Shangguo Zhang,B,Honorable Mention,611
38013,Jianbo Liu,B,Honorable Mention,611
38014,WeiDong Li,A,Successful Participant,612
38015,Jianbo Zhang,B,Honorable Mention,611
38016,Wei Wang,A,Successful Participant,1
38017,Jingmei Guo,A,Successful Participant,611
38018,Chao Liu,A,Successful Participant,611
38019,Rongning Qu,B,Successful Participant,60
38020,Zixuan Zhang,A,Honorable Mention,611
38021,Xiaofang Li,B,Honorable Mention,60
38022,Rongning Qu,B,Honorable Mention,60
38023,Xiaofang Li,A,Honorable Mention,60
38024,Rongning Qu,A,Honorable Mention,60
38025,Yushan Jiang,B,Meritorious,611
38026,Xiaofang Li,A,Honorable Mention,60
38027,Rongning Qu,A,Honorable Mention,60
38028,Xiaofang Li,A,Successful Participant,60
38029,Jianbo Liu,A,Successful Participant,611
38030,Rongning Qu,A,Honorable Mention,60
38031,Xiaofang Li,A,Successful Participant,60
38032,Shaohui Zhang,D,Successful Participant,33
38034,Chao Liu,A,Successful Participant,611
38035,Jingmei Guo,A,Honorable Mention,611
38036,Jianbo Zhang,A,Honorable Mention,611
38037,Taishan Zeng,A,Successful Participant,33
38038,Baodong Liu,A,Successful Participant,183
38039,Hunan LI,A,Successful Participant,33
38040,Zhiguang Liu,D,Honorable Mention,554
38041,Jie Luo,D,Successful Participant,28
38042,Chen Zheng,A,Honorable Mention,554
38043,Guoguang Yan,A,Honorable Mention,64
38044,Yang Guo,A,Successful Participant,613
38045,Zhongming Ma,D,Successful Participant,64
38046,Yi Gui Sheng,D,Honorable Mention,614
38047,Longcheng Liu,A,Successful Participant,99
38048,Yi Gui Sheng,D,Successful Participant,614
38049,Hong Yin,A,Meritorious,39
38050,Yi Gui Sheng,D,Successful Participant,614
38051,Liu Yulong,C,Honorable Mention,47
38052,Jiarong Shi,C,Honorable Mention,104
38053,Xin Gao,B,Honorable Mention,70
38054,Heng Liang,C,Honorable Mention,207
38055,Yan Xu,A,Honorable Mention,1
38056,Weiqi Luo,D,Successful Participant,28
38057,Wei Cheng Dong,A,Successful Participant,615
38058,Zhu Jing,B,Meritorious,148
38059,Zemin Zhou,D,Meritorious,39
38060,Lei Wang,A,Honorable Mention,70
38061,Maofa Gong,B,Successful Participant,76
38062,Peng Wang,A,Successful Participant,1
38063,Qirong Qiu,A,Successful Participant,70
38064,weishi jason zheng,A,Successful Participant,28
38065,Baodong LIU,D,Honorable Mention,210
38066,Yanhui Guan,B,Honorable Mention,28
38067,Diping Zhang,B,Honorable Mention,616
38068,Rongning Qu,D,Honorable Mention,60
38069,Yehui Huang,B,Honorable Mention,70
38070,Fengxia He,B,Honorable Mention,70
38071,Diping Zhang,A,Honorable Mention,616
38072,Tao Wang,A,Honorable Mention,554
38073,Yundong Gu,B,Successful Participant,70
38074,Yi Gui Sheng,B,Honorable Mention,614
38075,Zhiquan Han,A,Successful Participant,617
38076,Zhandong Xu,B,Successful Participant,87
38077,Jingjing Huang,D,Successful Participant,618
38078,Yanhua Cao,A,Successful Participant,70
38079,Bo Wang,A,Successful Participant,554
38080,jiao lian zu,A,Successful Participant,9
38081,Dehua Xu,A,Successful Participant,51
38082,Aiwen Wang,D,Successful Participant,618
38083,Shuxiang Huang,D,Meritorious,210
38084,Yuying Wang,A,Successful Participant,104
38085,Maofa Gong,A,Successful Participant,76
38086,Zuoqiang Shi,D,Finalist,207
38087,Chenmei Xu,A,Meritorious,554
38088,Junqing Chen,C,Honorable Mention,207
38089,Zhihao Ge,A,Successful Participant,554
38090,Yuanming Hu,A,Meritorious,492
38091,Hongyan Zhang,B,Successful Participant,372
38092,Weihua Huang,B,Honorable Mention,57
38093,Bingtuan Wang,B,Honorable Mention,392
38094,shaohui zhang,A,Successful Participant,33
38095,Gongnong Li,D,Honorable Mention,503
38097,Ziyang Mao,A,Honorable Mention,574
38098,Xusheng Kang,D,Successful Participant,619
38099,Bingtuan Wang,A,Successful Participant,392
38100,Ziyang Mao,A,Honorable Mention,574
38101,Ziyang Mao,A,Successful Participant,574
38102,Bingtuan Wang,C,Successful Participant,392
38103,Xiaoying Wang,A,Honorable Mention,70
38104,Ziyang Mao,A,Successful Participant,574
38105,Bingtuan Wang,D,Honorable Mention,392
38106,Ziyang Mao,A,Successful Participant,574
38107,Xusheng Kang,D,Honorable Mention,619
38108,Bingtuan Wang,A,Successful Participant,392
38109,Ziyang Mao,A,Successful Participant,574
38110,Xusheng Kang,D,Successful Participant,619
38111,Bingtuan Wang,A,Successful Participant,392
38112,Ziyang Mao,A,Honorable Mention,574
38113,Ziyang Mao,D,Honorable Mention,574
38114,Bingtuan Wang,D,Successful Participant,392
38115,Ziyang Mao,B,Honorable Mention,574
38116,Xusheng Kang,C,Successful Participant,619
38117,Jianwei Niu,B,Successful Participant,38
38118,Ziyang Mao,B,Honorable Mention,574
38119,Qin Yu,B,Honorable Mention,392
38120,Ziyang Mao,C,Honorable Mention,574
38121,Xusheng Kang,B,Honorable Mention,619
38122,Qin Yu,D,Successful Participant,392
38123,Ziyang Mao,C,Honorable Mention,574
38124,Ziyang Mao,A,Successful Participant,574
38125,Qin Yu,B,Successful Participant,392
38127,Chen Liu,A,Successful Participant,107
38128,Xusheng Kang,A,Honorable Mention,619
38129,Qin Yu,A,Successful Participant,392
38130,Ziyang Mao,A,Honorable Mention,574
38131,Ziyang Mao,A,Successful Participant,574
38133,Ziyang Mao,D,Successful Participant,574
38134,Bingtuan Wang,D,Successful Participant,392
38135,Ziyang Mao,D,Successful Participant,574
38136,Ziyang Mao,B,Honorable Mention,574
38137,Bingtuan Wang,A,Successful Participant,392
38138,Bingtuan Wang,B,Honorable Mention,392
38139,Xiaotian Sun,B,Honorable Mention,128
38140,Zhengyang Mei,C,Honorable Mention,262
38141,Yong Liu,A,Meritorious,104
38142,Liling Xie,A,Successful Participant,33
38143,Yanhua Cao,A,Meritorious,70
38144,Junfeng Lu,B,Honorable Mention,620
38145,Yanhua Cao,B,Honorable Mention,70
38146,Yanhua Cao,D,Meritorious,70
38147,Xiaolong Jiang,D,Successful Participant,28
38148,Fengxia He,A,Honorable Mention,70
38149,shaohui Zhang,D,Successful Participant,221
38150,Baodong Liu,D,Successful Participant,210
38151,Fengxia He,B,Meritorious,70
38152,Fengxia He,A,Successful Participant,70
38153,Yehui Huang,A,Successful Participant,70
38154,Guoguang Wen,A,Successful Participant,392
38155,Yehui Huang,A,Successful Participant,70
38156,Yehui Huang,B,Honorable Mention,70
38157,Guoguang Wen,A,Successful Participant,392
38158,Lei Zheng,B,Successful Participant,1
38159,chongshuang chen,B,Successful Participant,12
38160,Qirong Qiu,A,Meritorious,70
38161,Bingtuan Wang,C,Honorable Mention,392
38162,Qirong Qiu,A,Honorable Mention,70
38163,Bingtuan Wang,A,Successful Participant,392
38164,Yuan Song,A,Honorable Mention,6
38165,Peixing LI,B,Successful Participant,5
38166,Bingtuan Wang,A,Successful Participant,392
38167,Xiaoying Wang,A,Successful Participant,70
38168,Yong ZUO,C,Successful Participant,6
38169,Zhengyang Mei,C,Honorable Mention,262
38170,Xusheng Kang,D,Meritorious,619
38171,Fengxia He,A,Meritorious,70
38172,Haoyang Wu,A,Honorable Mention,621
38173,Xusheng Kang,C,Honorable Mention,619
38174,Guoxing Zhao,A,Honorable Mention,50
38175,Lei Wang,A,Successful Participant,70
38176,Lei Wang,C,Honorable Mention,70
38177,Lei Wang,A,Honorable Mention,70
38178,Jingtong Wang,D,Honorable Mention,622
38179,Lei Wang,A,Successful Participant,70
38180,Yujie Cai,A,Successful Participant,623
38181,Zhi Pan,A,Honorable Mention,70
38182,Chunmin Zhang,B,Successful Participant,128
38183,xiuling yao,A,Honorable Mention,242
38184,Xiuyun Zheng,A,Successful Participant,104
38185,Deying Li,A,Honorable Mention,623
38186,Xusheng Kang,A,Successful Participant,619
38187,Yixin Ren,B,Successful Participant,623
38188,Yanzong Zhang,A,Honorable Mention,3
38189,Mei Lu,A,Honorable Mention,207
38190,Xiaoguo Zhang,D,Honorable Mention,623
38191,Xusheng Kang,A,Meritorious,619
38192,Xianpeng HU,A,Honorable Mention,311
38193,JinBiao WU,A,Honorable Mention,47
38194,Xin Wang,A,Honorable Mention,292
38195,jiaxing zhao,A,Successful Participant,624
38196,Baodong LIU,D,Honorable Mention,210
38197,Li Cui,D,Honorable Mention,50
38198,Jiang Chen,C,Honorable Mention,53
38199,Zuoqing Chen,B,Successful Participant,625
38200,Yanhui Guan,B,Successful Participant,28
38201,Zhongwei Si,D,Honorable Mention,6
38202,Xiaonan Li,D,Successful Participant,213
38203,Long Ma,A,Honorable Mention,37
38204,Zhuangchu Luo,A,Meritorious,25
38205,Liu Jia,D,Honorable Mention,378
38206,Chongshuang Chen,B,Honorable Mention,626
38207,Wu Libin,D,Honorable Mention,378
38208,Long Ma,A,Honorable Mention,37
38209,Jiajun Zhang,A,Successful Participant,28
38210,Yu Jianlong,D,Honorable Mention,378
38211,Long Ma,A,Successful Participant,37
38212,Yongzhen Zhu,C,Honorable Mention,616
38213,Long Ma,A,Successful Participant,37
38214,Liangfu Lv,B,Successful Participant,303
38215,Xu Feng,A,Successful Participant,378
38216,Yang Zhihui,D,Meritorious,378
38217,Wei-neng Chen,A,Successful Participant,5
38218,Liu Dezhi,C,Successful Participant,378
38219,Aijiao Deng,A,Successful Participant,569
38220,weishi jason zheng,A,Successful Participant,28
38221,Wei-neng Chen,A,Meritorious,5
38222,Tan Yang,A,Successful Participant,33
38223,Su Han,B,Successful Participant,378
38224,Zuguo He,A,Honorable Mention,142
38225,Kan He,A,Successful Participant,566
38226,Shou-heng TUO,A,Successful Participant,342
38227,Sun Qi,D,Successful Participant,378
38228,Zhiming Hu,B,Successful Participant,207
38229,Jianli Cao,A,Successful Participant,547
38230,Zhuang Kejun,C,Meritorious,378
38231,Hang Li,B,Successful Participant,20
38232,Zhou Maojun,D,Meritorious,378
38233,Dongxi Li,A,Successful Participant,566
38234,Dongxi Li,C,Successful Participant,566
38235,Zhu Jiaming,A,Successful Participant,378
38236,Xiaofeng Liu,A,Successful Participant,566
38237,Pan Zhi,A,Honorable Mention,70
38238,Hao Sun,A,Honorable Mention,21
38239,Xiaofeng Liu,A,Successful Participant,566
38240,XU XIAOHUA,A,Honorable Mention,627
38241,Lihua Zhao,A,Successful Participant,566
38242,Pan Zhi,B,Successful Participant,70
38243,Yuying Li,A,Successful Participant,566
38244,Hao Wu,B,Successful Participant,207
38245,Pan Zhi,A,Successful Participant,70
38246,Yan Xu,A,Successful Participant,87
38247,Zhitao Wen,B,Honorable Mention,566
38248,Pan Zhi,B,Successful Participant,70
38249,Gaofeng Sun,A,Successful Participant,566
38250,Pan Zhi,B,Successful Participant,70
38251,Xiaoning Hao,D,Honorable Mention,566
38253,Li Zhou,A,Honorable Mention,628
38254,Xue Li,D,Successful Participant,53
38255,Mei Lu,A,Honorable Mention,207
38256,Baodong Liu,C,Honorable Mention,210
38257,Xiaoju Dong,A,Successful Participant,69
38258,Xiao Zhang,A,Successful Participant,28
38259,Zhaoping Hu,B,Successful Participant,368
38260,Shilin Yang,A,Successful Participant,83
38261,Gang Hu,A,Honorable Mention,9
38262,Zhi Pan,B,Meritorious,70
38263,Zhenbo Wang,A,Meritorious,207
38264,Aiwen Wang,C,Successful Participant,618
38265,Aiwen Wang,A,Honorable Mention,618
38266,Yuquan Ye,C,Successful Participant,8
38267,Jianjun Ye,A,Successful Participant,12
38268,Zhu Yanling,D,Meritorious,378
38269,Chengzhang Wang,A,Honorable Mention,138
38270,Shaoping Wang,B,Successful Participant,1
38271,Wei-neng Chen,A,Honorable Mention,5
38272,Zhaoxia Liu,B,Successful Participant,128
38273,Gang Liu,A,Successful Participant,6
38274,Shaobin Li,A,Successful Participant,1
38275,Wei-neng Chen,B,Successful Participant,5
38276,Jiang Chen,C,Successful Participant,629
38277,Yan Yunxia,D,Honorable Mention,378
38278,Xue Li,C,Meritorious,53
38279,Liangfu Lv,D,Successful Participant,303
38280,Daihai He,A,Meritorious,630
38281,Baoquan Professor Ai,A,Successful Participant,33
38282,Zhi Liang,A,Successful Participant,631
38283,Fang Dai,A,Honorable Mention,632
38284,Junping Du,D,Honorable Mention,142
38285,Zongfei Fu,B,Successful Participant,39
38286,Fang Dai,B,Successful Participant,632
38287,LIANCUN ZHENG,A,Successful Participant,148
38288,ShaoHui Zhang,B,Successful Participant,33
38289,Jiang Chen,D,Honorable Mention,53
38290,Fengqun Zhao,A,Successful Participant,632
38291,yun xue,B,Successful Participant,33
38292,Fengqun Zhao,B,Successful Participant,632
38293,Eva M Strawbridge,A,Successful Participant,633
38294,Zhihong Luo,B,Successful Participant,28
38295,Xu Hui,D,Successful Participant,378
38296,Qiuping Wang,D,Honorable Mention,632
38297,Qiuping Wang,B,Successful Participant,632
38298,Yanhui Li,A,Finalist,28
38299,yun xue,A,Successful Participant,33
38300,Wang Kai,C,Honorable Mention,378
38301,Wenyan Guo,A,Meritorious,632
38302,Haishan Han,A,Successful Participant,604
38303,Zhu Lei,D,Honorable Mention,378
38304,Haishan Han,B,Successful Participant,604
38305,Liling Xie,A,Honorable Mention,33
38306,Haishan Han,A,Honorable Mention,604
38307,Yang Penghui,D,Honorable Mention,378
38308,Haishan Han,A,Honorable Mention,604
38309,Youbing Xiong,A,Honorable Mention,294
38310,Yi Wang,D,Successful Participant,41
38311,Haishan Han,A,Successful Participant,604
38312,Na Zhao,D,Honorable Mention,9
38313,Yanhuai Lang,A,Honorable Mention,8
38314,YI FANG,A,Honorable Mention,20
38315,Hunan Li,A,Honorable Mention,33
38316,Xiao Zhang,A,Honorable Mention,1
38317,Jian zhong,C,Honorable Mention,309
38318,Li Li,B,Successful Participant,378
38319,Yuanming Hu,B,Successful Participant,25
38320,Junmin Zhang,D,Successful Participant,634
38321,Chen Chun,A,Successful Participant,378
38322,Enli Guo,A,Successful Participant,83
38323,Xiaoming Fan,A,Successful Participant,138
38324,yun xue,D,Successful Participant,33
38325,Baodong LIU,A,Successful Participant,635
38326,Zhengyang Mei,A,Meritorious,262
38327,Cai Xiaowei,A,Honorable Mention,378
38328,XiaoHui Hu,B,Successful Participant,33
38329,Jialiang Lu,A,Honorable Mention,69
38330,Shilin Yang,A,Successful Participant,83
38331,Liu Xianbei,A,Successful Participant,378
38332,Jinhua Chang,A,Successful Participant,64
38333,Jing Wang,A,Successful Participant,128
38334,Xiaohui Hu,C,Successful Participant,33
38335,Liu Dezhi,A,Meritorious,378
38336,Wei-neng Chen,C,Honorable Mention,5
38337,Zheng yuan Zhu,A,Honorable Mention,128
38338,XiaoHui Hu,D,Successful Participant,33
38339,Li Chunzhong,A,Meritorious,378
38340,Yuanming Hu,A,Meritorious,25
38341,Hui Hu,C,Successful Participant,53
38342,YU LIU,A,Meritorious,1
38343,Ci wen Xu,A,Successful Participant,128
38344,Yang Penghui,D,Honorable Mention,378
38345,Lianzu Jiao,D,Successful Participant,33
38346,XiaoHui Hu,A,Honorable Mention,33
38347,Dan Hu,A,Honorable Mention,636
38348,Longhua Mu,B,Successful Participant,22
38349,Qianhua Cai,D,Honorable Mention,33
38350,Li Bainian,D,Successful Participant,378
38351,Qianhua Cai,A,Honorable Mention,33
38352,Ruan Sumei,A,Successful Participant,378
38353,Baodong LIU,A,Successful Participant,210
38354,Song Zaike,D,Honorable Mention,378
38355,Wenjun Xu,C,Successful Participant,6
38356,YI DU,A,Honorable Mention,33
38357,Liu Jian,D,Honorable Mention,378
38358,Liu Jian,C,Honorable Mention,378
38359,Jian Qian,A,Honorable Mention,20
38360,Na Zhao,A,Honorable Mention,9
38361,St̩phane Mottelet,C,Successful Participant,637
38362,Xiaoming Fan,A,Successful Participant,138
38363,Zhao Yufeng,B,Successful Participant,273
38364,Xianfeng Wang,A,Meritorious,9
38365,Jian Deng,A,Meritorious,33
38366,Ping He,A,Meritorious,12
38367,Paul Eloe,A,Successful Participant,638
38368,Lei Chen,D,Successful Participant,50
38369,Tan Yang,A,Successful Participant,33
38370,Mingda LI,B,Honorable Mention,60
38371,David Housman,A,Honorable Mention,639
38372,Xuehui Cui,A,Successful Participant,362
38373,HongJuan Zhang,B,Successful Participant,368
38374,Pan Zhi,A,Honorable Mention,70
38375,Pan Zhi,A,Honorable Mention,70
38376,Pan Zhi,A,Meritorious,70
38377,Jiwei Liu,B,Successful Participant,148
38378,Daoping Wang,A,Honorable Mention,9
38379,Laihan Luo,A,Meritorious,640
38380,James H Degnan,A,Meritorious,641
38381,Xuehui Cui,D,Honorable Mention,362
38382,Tan Yang,A,Meritorious,33
38383,Josephine S Hamer,A,Successful Participant,642
38384,Kurt D Herzinger,B,Successful Participant,643
38385,Robert W Vallin,B,Successful Participant,644
38386,Christiaan Heij,A,Meritorious,645
38387,Yipu Deng,A,Honorable Mention,8
38388,Mary D Shepherd,A,Honorable Mention,646
38389,Zhong Tan,A,Successful Participant,99
38390,Yu Wang,C,Honorable Mention,207
38391,Qinghui Zhang,A,Successful Participant,28
38392,qing zhou,D,Honorable Mention,6
38393,hao lin,B,Successful Participant,647
38394,Chuanhua Wei,D,Honorable Mention,648
38395,Jun Ye,A,Successful Participant,207
38396,hao lin,B,Successful Participant,647
38397,Zihao Liu,A,Successful Participant,47
38398,Zeng Jing,B,Honorable Mention,647
38399,Zeng Jing,A,Successful Participant,647
38400,WenZhang Zhang,D,Meritorious,649
38401,Shaoting Tang,B,Successful Participant,1
38402,Gongnong Li,B,Successful Participant,503
38403,Hunan Li,A,Honorable Mention,33
38404,Liu Su Bing,B,Successful Participant,647
38405,Yikang Wang,B,Successful Participant,650
38406,Haibing Guo,B,Successful Participant,651
38407,Xionghua Wu,A,Honorable Mention,294
38408,Xiao Shuiming,A,Successful Participant,652
38409,jing zhu,B,Successful Participant,486
38410,Zhengyang Mei,B,Meritorious,262
38411,Xingming Shu,A,Meritorious,71
38412,Yikang Wang,B,Meritorious,650
38413,Zuguo He,D,Honorable Mention,6
